id,message,original,genre,related,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report,target,clean_message,word_count,char_count
2942,"you haven't told me anything, I'm dying over here friends.",epa nou pa dim anyen map mouri kote m ye a wi mezanmi,direct,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,havent told anything im dying friend,6,58
2943,I am an intermediate cadet in the national haitian police. There were bandits in the street. I stopped them and they were chasing me and my wife and our child. I need help.,Mwen se yon kad entmedy nan la polis nasyonal dayiti gen bandi mwen te arete ki nan lari kap chache mwen madanm ak pitit mwen mwen bezwen jwe6 yon azi,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,intermediate cadet national haitian police bandit street stopped chasing wife child need help,13,172
2945,I'm a victim. Mymom and dad have died and I would like to find my family in Saint-Domingue. I'm waiting for your answer.,Mwen se youn viktin manman m papa m moury mwen ta renmen al jyenn fanmi yo sendomeng map tann repons nou,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,im victim mymom dad died would like find family saintdomingue im waiting answer,13,120
2946,If it rains can we go inside the houses or buildings,ESKE SI GEN LAPLI NOU MET ANTRE ANNDAN KAY.,direct,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,request,rain go inside house building,5,52
2948,"Im in Port au Prince, I need to go south, what are the condition for us to get on a bus?","Mwen p-au p mwen bezwen vin nan sid, ki kondisyon pou n monte bis yo?",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,im port au prince need go south condition u get bus,11,88
2951,"A don't have anyone, help me. I had a big sister who was all I had. She died. My mother died when I was 5. I'm sleeping in the street, I can't get food. I can't do it anymore.",Mwen pa gen pason edem yon grand sam ki te tout mwen li mouri manmanm te mouri depi lm te gen 5ans map demi nan lari m pa jwen manje edem m pa kapab anko,direct,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,request,dont anyone help big sister died mother died im sleeping street cant get food cant anymore,16,175
2952,"I need a job, im a victim of tuesday 12th january ","Mwen bezwen djob, se yo viktim madi 12 janvye, ench",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,need job im victim tuesday january,6,50
2954,I greet you. I was in Petionville during the earthquake. Now I'm in Petit Goave. I'm not finding any aid.,mwen salye nou mwen te petion vil nan gran evenman an koulia mwen ti goav mwen mpa jwenn d,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,request,greet petionville earthquake im petit goave im finding aid,9,105
2955,Are there any centres to help with distrubuting help? Myseld and 2 friends would like to help you. We are students from school. Thank you,Pa gen sant pou travay pou ede mou nan distribisyon ed yo? Mwen ak 2 zanmim ta renmen pote kole avek nou. Nou se elv lekol ak etidyan. Mesi,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,centre help distrubuting help myseld friend would like help student school thank,12,137
2956,We need help from Mormon church at croix des missions,we need help from mormon church at croix des missions,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,need help mormon church croix de mission,7,53
2957,Let us live : What number do you give for people who are still living under rubble?,4636 ANNVIV : ki Nimero nou bay pou moun ki ta vivan anba dekomb toujou.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,let u live number give people still living rubble,9,83
2959,"I live in Pont rouge, we dont have tents or drinkable water. We are many here",mwen rete pon rouj nou pa gen tant ak dlo potab nou pis la.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,live pont rouge dont tent drinkable water many,8,77
2960,when will the earthquakes finish?,Jiski la tranbleman an ap fini,direct,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,info,earthquake finish,2,33
2962,"WE need tents and food in Miragoane, in the Cit Marie Victoire area.",Nou bezwen tant ak mange nan miragoane zon cite marie victoir,direct,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,need tent food miragoane cit marie victoire area,8,68
2963,it is big the work that you are trying to realize in this country that has been hit by this natural disaster,ENORME QUE VOUS ETRE ENTRAIN DE RALISER DANS LE PAYS FRAPP PAR CETTE GRANDE CATASTROPHE NATURELLE.,direct,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,big work trying realize country hit natural disaster,8,108
2964,Thanks for receiving my message. I would like to know how you'll help me because the child is suffering and laughing at my brain ,MESI PASKE NOU RESEVWA MESAJ MWEN AN MWEN TA RENMEN KONNEN KIJAN NAP EDE MWEN PASKE TIMOUN NAN AP SOUFRI AK RI M SEVO A,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,thanks receiving message would like know youll help child suffering laughing brain,12,129
2965,We revolt against the ways of the American military.,Nous sommes revolts contre la faon que les militaires Americains,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,revolt way american military,4,52
2966,I can't take it my entire family died I'm in the streets my house was destroyed please help me,Mwen pa kapab tout fanmiy mwen mouri se nan lari mwen ye kay mwen kraze tanpri edem,direct,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,cant take entire family died im street house destroyed please help,11,94
2967,anyone to help me please see what you can do for me please i have no one they didnt show me any other family im so alone i have no idea what to do im praying god for,pys moun kipou edem tanpri w sanou kaf poumwen svp mpagen moun lipat montrem pys lot fanmi mpoukont mwen mpakonnen kisa poum fe map priye bondye pou,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,anyone help please see please one didnt show family im alone idea im praying god,15,165
2970,I'm hungry. I need food. I'm in Gonaives.,"Mwen grangou, Mwen bezwen manje mwen gonayiv",direct,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,im hungry need food im gonaives,6,41
2973,(. . ) for me because the misery is hard for me in Haiti. Thank your forr your comprehension. I am waiting for your response.,"poumwen paske miza di anpil poumwen nan ayiti mesi pou konpre ansyon nou, map tann repons nou.",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,info,misery hard haiti thank forr comprehension waiting response,8,125
2974,Since the 12 of January until today I have heard there is aid for the victims. It hasn't arrived in the area where I live. This time can you make it arrive,Dpi 12 janvye pou rive jodi se tande m tande gen ed kap bay pou moun ki sini stre li pa janm rive nan zon lak ay mwen mta r1m1 fwa saa ou fe yon rive,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,since january today heard aid victim hasnt arrived area live time make arrive,13,155
2975,"For those that have already arrived in Fond-des-Negres and have only clothing, what will they eat",Pou moun mwem w ki deja debake fon di ng si tout d yo santre an ro e moun sa yo ki vini ak rad sou po yo a kisa yap manje,direct,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,already arrived fonddesnegres clothing eat,5,97
2976,"We have problems, I dont have a mother or father, my house is destroyed. I don't have anyone, some neighbors have given a little food, I have nothing",Nou gen problem mwen pa gen manman m pa gen papa kay mwen krase m pa gen peson n se vwasinay kap bon ti kal manje tout afm krase m gen anyen m pa konn,direct,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,problem dont mother father house destroyed dont anyone neighbor given little food nothing,13,149
2977,Give me some info about the event. Please ,Donne. moi un. peu d information s. v. p concernant l. evenement merci,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,give info event please,4,42
2978,"weneed help in Ravine Pintade, right across from Olympic market",ut sinistre nan ravin pentad. adres nou se lali anfas olympic market.,direct,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,request,weneed help ravine pintade right across olympic market,8,63
2980,.. .. in a small road mackandale #8. .. . something is squashing/pushing on ussend us someone to help,Mwen rete min nelyo nan ruelle mackandal #8 kay mwen kraze nou gen anpil moun ki mouri nan zon nan m ap mande nou pou nou aide nou nan zon nan paske nou,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,request,small road mackandale something squashingpushing ussend u someone help,9,101
2981,"If he's still alive, please takednotice of a newborn. When asked how old, his father said 15 days. Pass on this mesage on to everyone in the city. ","Si wap viv toujou konsidere w kom yon nouvone si yo ta mande w ki laj ou, pap di w gen 15 jou distribye mesaj sa a ak tout zanmi w nan site metwopoliten la!",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,he still alive please takednotice newborn asked old father said day pas mesage everyone city,15,147
2982,"Rue Benoit, Petit Goave need food / water","Se Jean Wilgaroche nou nan Ri Benoit komin Ti Gwav, nou livre ak nou menm nap domi nan seren answit nou pa gen nouriti nou pa gen dlo pou popilasyon an",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,rue benoit petit goave need food water,7,41
2984,We need some work Hunger is killing us we are in Gonaives ,NOU BEZWEN TI TRAVAY GRANGOU AP TOUYE NOU NAN GONAYIV,direct,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,request,need work hunger killing u gonaives,6,58
2985,I am trapped under stuff from the earthquake,Mwen vle enfomasyon sou zaf tranbleman ta a.,direct,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,request,trapped stuff earthquake,3,44
2986,"I am a victim of the quake that just recently happened, I lost my father I wanted to go to my family who are in Dominican republic. I stay in Leoganne, I will be waiting on a response",Mwen viktim seisme kisot pase a mwen pedi papa m manman m mwen ta vle al jyen fanmi yo sendomeng mwen rete leogan map tan repons nou,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,request,victim quake recently happened lost father wanted go family dominican republic stay leoganne waiting response,15,183
2987,We need help. No help has been sent for us. I have 2 relatives with me. I'm asking for your help.,Nou bezwen sekou. Yo pa voye anyen pou nou. Mwen gen 2 fanmi avem. Map mande pou nou edem.,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,need help help sent u relative im asking help,9,97
2989,"People in Thomazeau don't have anything to eat, especially in Hatte Cadete","Moun nan tomazo pa gen anyen pou yo manje, sitou la hatte cadete",direct,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,request,people thomazeau dont anything eat especially hatte cadete,8,74
2990,"Mm. Goodmourning, we here have many problems and we need help",Mme M. Bonjou nou isit nou gen tout kalite pwoblem nou bezwen ou,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,mm goodmourning many problem need help,6,61
2991,". .. i with nothing. i am really miserable, please do something. ",deprouvis de rien. Je suis tres malheureuse. Faites quelque choses SVP,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,nothing really miserable please something,5,65
2992,"I am in Matisan, we do not have great damages but we need help, food etc. ..",Mwen nan mati100 patlman gen dega men nou besyen ede manje dlo e. c. t,direct,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,matisan great damage need help food etc,7,76
2993,"Hello we are OSCB social organisation in petionville road #28 we need shelter, we need everything possible ","Bonjou, nou se OSCB ganizasyon socyal kitirel de ba duval, nou nan petyonvil rout fr #28, nougen anpil noun kiman abri pwovizwa ki bezyen ed, tout pat n",direct,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,hello oscb social organisation petionville road need shelter need everything possible,11,107
2995,Very sick and starving. I have nothing. I'm in Port au Prince. ..,MALAD ANPIL YO GRANGOU MWEN PA GEN ANYEN POUM BA YO. MWEN PAP TRAV,direct,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,sick starving nothing im port au prince,7,65
2996,all the schools are down. i used to go to the school Le normalien. I dont have a husband anymore please help me ,AY TOUT LEKOL KRAZE SE NMALIN MWEN YE MWEN PA GEN MARI EDEM SOUPL,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,school used go school le normalien dont husband anymore please help,11,112
2998,"Mess : Mess : We cry 4help in a hurry, cuz we r about fifty who sleep in the open and we care enough 4the living : no umbrella, no food 4these coming days, no","Mess : Mess : We cry 4help in a hurry, cuz we r about fifty who sleep in the open and we care enough 4the living : no umbrella, no food 4these coming days, no",direct,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,request,mess mess cry hurry cuz r fifty sleep open care enough living umbrella food coming day,16,158
2999,purified water. we leave at croix-des-bouquets ( Meyer entrue 2Rigaud ) just next 2the pshychiatry center. ,purified water. we leave at croix-des-bouquets ( Meyer entre 2Rigaud ) just next 2the pshychiatry center.,direct,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,info,purified water leave croixdesbouquets meyer entrue next pshychiatry center,9,107
3000,"They sleep in vast open spaces, They are drinking filthy water from an unreliable water source, I am worried a lot since I don't know what to do. Please, find a way for me to continue. .. ",nan savann yap demi se ma dlo nan sous yap bw mwen inkyete anpil de etid mwen mwen pa konn ki sam pral fe s. v. p w si na fe yon fason pou mwe kontinye,direct,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,sleep vast open space drinking filthy water unreliable water source worried lot since dont know please find way continue,19,188
3002,could you pelase send me the fm signal number. please.,pouvez vous m'envoyer le numero de signal fm svp.,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,could pelase send fm signal number please,7,54
3003,after the earthquake..i am falling into darkness,"Apres le seisme, je suis tomb dans le desespoir.",direct,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,info,earthquakei falling darkness,3,48
3004,"I need help, we are dying of anger, we need clothes, sheets please help us thank you",nap mouri grangou nou pa g enyin nou bezwoin tant rad dra tanpri di nou mesi.,direct,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,need help dying anger need clothes sheet please help u thank,11,84
3005,hello. all those concerned look in the delmas 41 area on top of the national school there is a big public officer who is starting to ruin the area with his wife,bonswa tout konsne gade non nan zon delma 41 piwo lekol nasyonal la gen yon gran fonksyon leta ki komanse gate nan lari a ak tout madanm li,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,hello concerned look delmas area top national school big public officer starting ruin area wife,15,160
3006,we are at Sarte impasse Philadelphia. We lost everything we dont have food we ,Nou nan sarthe impasse philadelphia nou sinistre nou pa gen mange n,direct,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,sarte impasse philadelphia lost everything dont food,7,78
3007,Sleeping in the alleys. Help us please.,domi nan koride a ede nou souple,direct,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,sleeping alley help u please,5,39
3008,please help those of us who left PaP for the countryside,"Sil vou pl ede mwen avek moun ki viktim yo nan tranbleman de ta a, ki kiti potoprins ki vini nan provinse mwen ede ak ti kob mwen te ginyin kouni a",direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,please help u left pap countryside,6,56
3010,What help is there for those who are in the outlying areas?,"Quel espoir, pour les personnes qui sont ds les provinces?",direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,request,help outlying area,3,59
3011,an someone got shot in the foot.,an gen yon ti moun ki pran bal nan pye,direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,someone got shot foot,4,32
3013,where can we find water? we are at delmas 30 in the water treatment plant named eacra,ou peut on trouv de l'eau nous sommes a delmas 30 DANS l'usine acra de l'eau potable,direct,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,find water delmas water treatment plant named eacra,8,85
3014,in 54 Lamentin road untill now we didn't receive any help,Nan lamenten 54 rue aurelle nou pa janm jwenn anyen nan ed yap bay yo,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,lamentin road untill didnt receive help,6,57
3015,Please my borther I need a tent can you help me find one,svp from mwen bezwen yon titant ske w kaf m jwenn li,direct,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,request,please borther need tent help find one,7,56
3018,we are in a refugee camp in delmas 41 in front of Teleco. we are more then 500 people. we lost are houses. we need help please,"nou nan yon kan refijie nan delmas 41 an fas teleko a, nou plis ke 500 mounn ki pedi kay nou, nou pa janm jwenn ed nan anyen menm, tanpri pote nou sekou.",direct,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,request,refugee camp delmas front teleco people lost house need help please,11,126
3019,Why is that only those that are in the capital are the ones receiving aid? There are other places where the earthquake hit like,"pou kisa se selman pou moun ki nan kapital la nou panse e lot zon ki anviron nenl yo pa egzanp ri snelak, fomekredi, karidad, ect. ..",direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,request,capital one receiving aid place earthquake hit like,8,127
3020,Hello. I need help. I live in the street with 2 teenagers. Call me please!,Salut mwen bezwen aide mwen lan lari ak 2adolesan. Relem aidem svp.,direct,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,hello need help live street teenager call please,8,74
3022,there is a house in Pernier 28 it has 2 floors and its starting to crumble down. its a danger to the population. the owner heard that they were going to send specialists to ,"Genyen yon kay ki nan pnye 28 la, ki konpltman fisire nan 2 etaj la e ki yon danje pou pap la li tou sou lari a met li tande yo pral voye eksp vin kont",direct,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,house pernier floor starting crumble danger population owner heard going send specialist,12,173
3023,hello we are in ile a vache. in the trou milieu area. we have 13 people 2 babys among them,Bonjou nou ile  vache zon trou milieu nou gen13moun 2bbladan. Mesi davans.,direct,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,hello ile vache trou milieu area people baby among,9,90
3024,"I live in Juvenat, I have 8 people in my house. ..","Mwen rete juvena, sou pon an mwen gen 8 moun lakay mwen",direct,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,info,live juvenat people house,4,50
3025,15 people in the house. 93 Alexandre petion road. Near the school Haurace p Sannon.,15 person dans cette maison. aux cayes. Rue alexandre Petion numero 93. Tout pres du collage Haurace p. Sannon. barire sbs.,direct,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,people house alexandre petion road near school haurace p sannon,10,83
3027,Person is somewhere in Azile ( part of country ) and wants info on the earthquake,Ban m you ti un fortions tranblemand ter ya mwen se kennold mwen lazile,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,request,person somewhere azile part country want info earthquake,8,81
3029,Urgent help in Carrefour : Mahotiere 75 rue Nelson 2 prolong to impass La paix,Aide en urgence  carrefour : mahotire 75 rue nelson 2 prolong imp la paix. Sinistres du saisme.,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,urgent help carrefour mahotiere rue nelson prolong impass la paix,10,78
3030,We need your help in La Baleine.,NOUS AVONS BESOIN DE VOTRE AIDE A LABALEINE,direct,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,need help la baleine,4,32
3031,we dont have anything to eat we are in St marie community in Canape Vert,Nou pa gen anyen pou n manje nan kominote st marie nan zon kanapev,direct,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,dont anything eat st marie community canape vert,8,72
3032,The earthquake victimes management comity. in petit goave are are asking for help. no authoritys ahave ever goten back to us. are houses are destroyed. . ,"COMITE DE GESTION DES VICTIMES DU SEISME 12 JAN. DE TABITO ( 8E ) PETIT GOAVE. AP MANDE SEKOU, DEPI LEA OKEN OTORI PA DI NOU ANYEN. TOUT KAY NOU KRAZE NET. NOU",direct,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,request,earthquake victimes management comity petit goave asking help authority ahave ever goten back u house destroyed,16,154
3033,"Water, laundry soap for washing, etc. medicine for pain, and clothes girl and boy, ( need ) bed. ","O LAVE SAVON FAB ECT, MEDIKAMAN POU DOUL AK RAD FI AK GASON, KABAN",direct,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,water laundry soap washing etc medicine pain clothes girl boy need bed,12,97
3034,"help : water, food, way to have ( electricity )","ED : DLO, MANJE, MWAYEN POUN FONKSYONE ELATRIYE.",direct,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,info,help water food way electricity,5,47
3035,"We have no water, and we have no shelter to sleep especially when it's raining. thank you",oun kap domi nan seren. pa gen dlo tou. mesi.,direct,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,request,water shelter sleep especially raining thank,6,89
3036,"Water, medications, a tent, ( X ) the police",dlo medikaman tant sup lapolis,direct,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,water medication tent x police,5,44
3038,"Hello, members of the Church of the Nazareen still did not find anything like donations","Bonjour sv. p min nant toute distribition. peuple leglise du nazareen pas gent. join enien, papouche?",direct,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,hello member church nazareen still find anything like donation,9,87
3039,People are under the rubbles. Some people are forced to close the streets. Please do something.,"MOUN KI ANBA DEKONB, MOUN YO OBLIJE BARE LA RI A MEZANMI FE YON EF",direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,people rubble people forced close street please something,8,95
3040,Can you please come move some dead bodies in Gresye because it smell really bad,POUN VIN RETIRE MOUN SA YO. PASKE GRESYE FIN SANTI. MESI SIMEON FRANC,direct,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,request,please come move dead body gresye smell really bad,9,79
3045,"Delma 24, impass madiou, we need water and food they have not deliver any help for us",delmas 24 impasse madiou nou bezwen dlo ak manje. Yo pa janm pote anyen pou moun nan zon n nan,direct,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,request,delma impass madiou need water food deliver help u,9,85
3047,"( To the ( unclear - troops? ) ) they will need some trucks. If that is the case, I would like to pass along this message. If there is some authority/entity that wishes to offer assistance, he can call the director of the OJA ","a yo fe sa, y ap benzwen ed kek kamyon. Nan ka sa, mwen te vle fe mesay la pase. Si ta gen enstans ki ta vle bay asistans li, li ka rele reskonsab OJA na",direct,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,info,unclear troop need truck case would like pas along message authorityentity wish offer assistance call director oja,17,226
